Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Corpus callosum	173/9077	6.635766456536646E-11	9.290073039151305E-10	0	0	2.2625931078456945	53.02604574540535	ITSN2;ZNF295;ACAA2;DGKB;ROGDI;FAM13A;SMEK2;PRDM2;DCAF5;IKZF5;HERC3;CREB3L2;OSBP;SCMH1;WWC3;LONP2;VPS39;MEF2A;USP8;PRKCI;MEF2C;IL11RA;LMO3;COG1;ATP11A;FRS3;LEMD2;FOXP1;TOM1L2;AKAP9;C10ORF118;SIK3;ULK1;PKP4;SRSF5;FKBP5;NSMAF;GLYR1;IGSF8;RAB5B;ZNF791;EIF2C3;MAOA;PDE1A;TSHZ2;ANKRD12;MGST1;DCUN1D2;PIK3R1;GNS;ACACB;MTMR6;ABR;ARHGAP20;HMBOX1;ATXN1;CALD1;EPB41L2;SAFB2;MAP4;MAP2K5;ZBED3;EDEM3;NAA50;CCDC134;BBS1;NDFIP2;DENND4B;FZD4;INSR;BSDC1;PRRC2C;RAB27B;BRAF;HOOK3;PUM1;DNAJC16;CRLS1;CLK4;PAFAH2;CLK1;CNOT4;DLG2;SON;GON4L;GOLGB1;OGDH;STT3A;AAK1;OSBPL1A;EIF4G3;OGT;CD22;CPEB4;ZNF254;CDKN1C;PHF3;RERE;CCDC120;LDB1;NUMA1;PHF1;MAST2;HP1BP3;USP34;CELF6;WASL;LSP1;PTPN23;CSAD;FAM115A;SMG6;DHTKD1;MECP2;AKAP13;DSTYK;IDS;RBM5;SH3D19;EGFL7;PPP1R12A;DCAKD;VWA5A;C10ORF10;WDR31;ABCC9;SYN3;FAM126B;DCN;SHROOM4;SLC25A16;SLC7A6;CEACAM1;PEX6;PPAP2A;PAFAH1B1;HDAC4;FOXC1;ZNF197;DDX24;WBP2;SFSWAP;LAMA4;RNF38;FSTL1;TBRG1;FAM120B;TCEB1;METTL7A;SASH1;GSN;MBD6;URGCP;SORT1;STAT2;NR1H2;MBOAT7;SYVN1;SNX21;RSRC2;ATP2B1;TPD52L1;TTC19;MTOR;HIPK2;NFIA;DLC1;NFIC;KANSL3;PCYOX1L;PMP22;TACC1;MPHOSPH8
Colon	257/16859	7.914496663082003E-11	1.0734036099304966E-9	0	0	5.387061799783159	125.3016564196898	VIT;ITSN2;CHIC1;ZNF295;POP4;DCAF5;IKZF5;HERC3;CREB3L2;LONP2;DIP2A;VPS39;MEF2A;PRKCI;MEF2C;EBF1;EBF2;COG1;FRS3;CCDC80;SDPR;AKAP9;C10ORF118;SIK3;ULK1;IGSF8;GYPC;MAOB;MAOA;PDE1A;TSHZ2;MGST1;DCUN1D2;PIK3R1;RNPC3;GNS;MTMR6;PLAC9;ADAMTS15;ABR;EPB41L2;PIP5K1B;MAP4;KIAA0319L;ZBED3;EDEM3;NAA50;BBS1;NDFIP2;SLC10A7;TPRG1;FZD4;INSR;BSDC1;PRRC2C;RAB27B;BRAF;PUM1;PAFAH2;AIMP2;CILP;GOLGB1;OGDH;HOXD3;ZNF136;CD22;CPEB4;ZNF254;CDKN1C;PHF3;ECM2;CCDC120;PHF1;WASL;CSAD;FAM115A;EDA2R;SMG6;MECP2;AKAP13;DSTYK;UBL3;IDS;VWA5A;WDR31;IL16;SYN3;FAM126B;SLC7A6;CEACAM1;ANGPTL1;PAFAH1B1;FOXC1;ERVFRD-1;ADH1B;FSTL1;TM9SF4;TM9SF3;NSD1;TCEB1;METTL7A;GSN;MBD6;SORT1;STAT2;NR1H2;SYVN1;MIB2;SNX21;FMO2;RSRC2;PODN;SORBS3;KIAA0195;HIPK2;RGP1;COL3A1;NFIA;DLC1;NFIC;PCYOX1L;SAA1;TACC1;MPHOSPH8;ACAA2;ROGDI;FAM13A;SMEK2;PRDM2;HPGDS;OSBP;SCMH1;WWC3;SLC16A7;USP8;IGFBP5;SCARA5;IL11RA;LMO3;HGF;DNAJB14;ATP11A;LEMD2;PDGFRL;FOXP1;ST7L;TOM1L2;TMEM135;UTS2;PKP4;SRSF5;FKBP5;NSMAF;GLYR1;CEP104;RAB5B;ZNF791;EIF2C3;CALCRL;NPR1;YTHDC1;ANKRD12;SLC38A10;ACACB;FHIT;ARHGAP20;ATXN2;HMBOX1;ATXN1;MAN2A2;CALD1;SAFB2;MAP2K5;RAI2;CCDC134;DENND4B;LHFP;MARCH9;HOOK3;BTBD9;DNAJC16;CRLS1;CLK4;ARHGAP24;CLK1;CNOT4;TMEM234;DLG2;SON;GON4L;STT3A;AAK1;OSBPL1A;EIF4G3;OGT;RERE;LDB1;NUMA1;MAST2;HP1BP3;USP34;CELF6;LSP1;PTPN23;DHTKD1;GHR;SGCD;ZNF407;C3ORF55;RBM5;SH3D19;RBM33;EGFL7;PPP1R12A;DCAKD;C10ORF10;ABCC9;ARID1B;DCN;SHROOM4;TGFBR3;SLC25A16;PEX6;PPAP2A;HDAC4;COL15A1;ZNF197;HPGD;DDX24;WBP2;SFSWAP;SEMA3A;LAMA4;RNF38;FOXK1;RCHY1;HDAC6;TBRG1;IL1RL1;CLEC3B;FAM120B;VPS54;LRIG3;SASH1;URGCP;EYA2;MBOAT7;ATP2B1;TPD52L1;TTC19;MTOR;TBX15;XPNPEP2;KANSL3;PMP22;ATP13A2;SNTB2
Temporal lobe	164/8425	8.700954652717447E-11	1.1443073694785977E-9	0	0	2.2329965275058092	51.72737186848513	ITSN2;ZNF295;ACAA2;DGKB;ROGDI;FAM13A;SMEK2;PRDM2;DCAF5;IKZF5;HERC3;OSBP;SCMH1;WWC3;LONP2;SLC16A7;VPS39;MEF2A;USP8;PRKCI;MEF2C;LMO3;COG1;ATP11A;FRS3;LEMD2;FOXP1;TOM1L2;AKAP9;C10ORF118;SIK3;ULK1;PKP4;SRSF5;NSMAF;GLYR1;IGSF8;RAB5B;ZNF791;EIF2C3;MAOA;PDE1A;TSHZ2;ANKRD12;MGST1;DCUN1D2;PIK3R1;GNS;ACACB;MTMR6;ABR;ARHGAP20;HMBOX1;ATXN1;EPB41L2;SAFB2;PIP5K1B;MAP4;MAP2K5;EDEM3;NAA50;CCDC134;BBS1;NDFIP2;DENND4B;FZD4;INSR;BSDC1;PRRC2C;MARCH9;RAB27B;BRAF;HOOK3;PUM1;BTBD9;DNAJC16;CLK4;CLK1;CNOT4;DLG2;SON;GON4L;GOLGB1;OGDH;STT3A;AAK1;OSBPL1A;EIF4G3;OGT;CD22;CPEB4;ZNF254;CDKN1C;PHF3;RERE;CCDC120;LDB1;NUMA1;PHF1;MAST2;HP1BP3;USP34;CELF6;WASL;PTPN23;CSAD;FAM115A;SMG6;DHTKD1;MECP2;AKAP13;DSTYK;IDS;RBM5;SH3D19;EGFL7;PPP1R12A;DCAKD;VWA5A;C10ORF10;WDR31;SYN3;FAM126B;DCN;SLC25A16;SLC7A6;CEACAM1;PPAP2A;PAFAH1B1;HDAC4;FOXC1;DDX24;WBP2;SFSWAP;RNF38;TBRG1;FAM120B;TCEB1;METTL7A;SASH1;GSN;MBD6;URGCP;SORT1;STAT2;NR1H2;MBOAT7;SYVN1;SNX21;RSRC2;ATP2B1;TPD52L1;TTC19;MTOR;HIPK2;NFIA;DLC1;NFIC;KANSL3;PCYOX1L;SAA1;PMP22;TACC1;MPHOSPH8
Duodenum	248/15789	9.573008424071742E-11	1.2219663694256284E-9	0	0	3.717278310419035	85.75570925948863	VIT;ITSN2;CHIC1;ZNF295;POP4;DCAF5;IKZF5;HERC3;CREB3L2;LONP2;DIP2A;VPS39;MEF2A;PRKCI;MEF2C;EBF1;EBF2;COG1;FRS3;CCDC80;SDPR;AKAP9;C10ORF118;SIK3;ULK1;IGSF8;GYPC;MAOB;MAOA;PDE1A;TSHZ2;MGST1;DCUN1D2;PIK3R1;RNPC3;GNS;MTMR6;PLAC9;ADAMTS15;ABR;EPB41L2;PIP5K1B;MAP4;KIAA0319L;ZBED3;EDEM3;NAA50;BBS1;NDFIP2;SLC10A7;TPRG1;FZD4;INSR;BSDC1;PRRC2C;RAB27B;BRAF;PUM1;PAFAH2;AIMP2;CILP;GOLGB1;OGDH;ZNF136;CD22;CPEB4;ZNF254;CDKN1C;PHF3;ECM2;CCDC120;WASL;CSAD;FAM115A;SMG6;MECP2;AKAP13;DSTYK;UBL3;IDS;VWA5A;WDR31;IL16;SYN3;FAM126B;SLC7A6;CEACAM1;ANGPTL1;PAFAH1B1;FOXC1;ERVFRD-1;ADH1B;FSTL1;TM9SF4;TM9SF3;NSD1;TCEB1;METTL7A;GSN;MBD6;SORT1;STAT2;NR1H2;SYVN1;MIB2;SNX21;FMO2;RSRC2;PODN;SORBS3;KIAA0195;HIPK2;RGP1;COL3A1;NFIA;DLC1;NFIC;PCYOX1L;SAA1;TACC1;MPHOSPH8;ACAA2;ROGDI;FAM13A;SMEK2;PRDM2;HPGDS;OSBP;SCMH1;WWC3;SLC16A7;USP8;IGFBP5;SCARA5;IL11RA;LMO3;HGF;DNAJB14;ATP11A;LEMD2;FOXP1;ST7L;TOM1L2;TMEM135;UTS2;PKP4;SRSF5;FKBP5;NSMAF;GLYR1;CEP104;RAB5B;ZNF791;EIF2C3;CALCRL;NPR1;YTHDC1;ANKRD12;SLC38A10;ACACB;FHIT;ARHGAP20;ATXN2;HMBOX1;ATXN1;MAN2A2;CALD1;SAFB2;MAP2K5;RAI2;CCDC134;DENND4B;LHFP;MARCH9;HOOK3;BTBD9;DNAJC16;CRLS1;CLK4;ARHGAP24;CNOT4;TMEM234;SON;GON4L;STT3A;AAK1;OSBPL1A;EIF4G3;OGT;RERE;LDB1;NUMA1;MAST2;HP1BP3;USP34;CELF6;LSP1;PTPN23;DHTKD1;SGCD;ZNF407;C3ORF55;RBM5;SH3D19;RBM33;EGFL7;PPP1R12A;DCAKD;C10ORF10;ABCC9;ARID1B;DCN;SHROOM4;TGFBR3;SLC25A16;PEX6;PPAP2A;HDAC4;COL15A1;ZNF197;HPGD;DDX24;WBP2;SFSWAP;SEMA3A;LAMA4;RNF38;RCHY1;HDAC6;TBRG1;IL1RL1;CLEC3B;FAM120B;VPS54;LRIG3;SASH1;URGCP;EYA2;MBOAT7;ATP2B1;TPD52L1;TTC19;MTOR;XPNPEP2;KANSL3;PMP22;ATP13A2;SNTB2
Skin	246/15601	1.412815924944056E-10	1.7518917469306297E-9	0	0	3.5077629436665583	79.55699700345124	VIT;ITSN2;CHIC1;ZNF295;POP4;DCAF5;IKZF5;HERC3;CREB3L2;LONP2;DIP2A;VPS39;MEF2A;PRKCI;MEF2C;EBF1;COG1;FRS3;CCDC80;SDPR;AKAP9;C10ORF118;SIK3;ULK1;IGSF8;GYPC;MAOB;MAOA;PDE1A;TSHZ2;MGST1;DCUN1D2;PIK3R1;RNPC3;GNS;MTMR6;PLAC9;ADAMTS15;ABR;EPB41L2;MAP4;KIAA0319L;EDEM3;NAA50;BBS1;NDFIP2;SLC10A7;TPRG1;FZD4;INSR;BSDC1;PRRC2C;RAB27B;BRAF;PUM1;PAFAH2;AIMP2;CILP;GOLGB1;OGDH;ZNF136;CPEB4;ZNF254;CDKN1C;PHF3;ECM2;CCDC120;PHF1;WASL;CSAD;FAM115A;EDA2R;SMG6;MECP2;AKAP13;DSTYK;UBL3;IDS;VWA5A;WDR31;IL16;FAM126B;SLC7A6;ANGPTL1;PAFAH1B1;FOXC1;ADH1B;FSTL1;TM9SF4;TM9SF3;NSD1;TCEB1;METTL7A;GSN;MBD6;SORT1;STAT2;NR1H2;SYVN1;MIB2;SNX21;FMO2;RSRC2;PODN;SORBS3;KIAA0195;HIPK2;RGP1;COL3A1;NFIA;DLC1;NFIC;PCYOX1L;SAA1;TACC1;MPHOSPH8;ACAA2;ROGDI;FAM13A;SMEK2;PRDM2;HPGDS;OSBP;SCMH1;WWC3;SLC16A7;USP8;IGFBP5;SCARA5;IL11RA;HGF;DNAJB14;ATP11A;LEMD2;PDGFRL;FOXP1;ST7L;TOM1L2;TMEM135;UTS2;PKP4;SRSF5;FKBP5;NSMAF;GLYR1;CEP104;RAB5B;ZNF791;EIF2C3;CALCRL;NPR1;YTHDC1;ANKRD12;SLC38A10;ACACB;FHIT;ARHGAP20;ATXN2;HMBOX1;ATXN1;MAN2A2;CALD1;SAFB2;MAP2K5;RAI2;CCDC134;DENND4B;LHFP;MARCH9;HOOK3;BTBD9;DNAJC16;CRLS1;CLK4;ARHGAP24;CLK1;CNOT4;TMEM234;DLG2;SON;GON4L;STT3A;AAK1;OSBPL1A;EIF4G3;OGT;RERE;LDB1;NUMA1;MAST2;HP1BP3;USP34;CELF6;LSP1;PTPN23;DHTKD1;GHR;SGCD;ZNF407;C3ORF55;RBM5;SH3D19;RBM33;EGFL7;PPP1R12A;DCAKD;C10ORF10;ABCC9;ARID1B;DCN;SHROOM4;TGFBR3;SLC25A16;PEX6;PPAP2A;HDAC4;COL15A1;ZNF197;HPGD;DDX24;WBP2;SFSWAP;SEMA3A;LAMA4;RNF38;RCHY1;HDAC6;TBRG1;IL1RL1;CLEC3B;FAM120B;VPS54;LRIG3;SASH1;URGCP;EYA2;MBOAT7;ATP2B1;TPD52L1;TTC19;MTOR;XPNPEP2;KANSL3;PMP22;ATP13A2;SNTB2
Trachea	38/882	1.5884148822095447E-10	1.91492238577484E-9	0	0	3.7302527646129544	84.16611964655878	RAB5B;CALCRL;MAOA;ADH1B;FAM13A;SMEK2;HP1BP3;GNS;FSTL1;MTMR6;TM9SF4;HDAC6;TM9SF3;CALD1;EPB41L2;IDS;LRIG3;KIAA0319L;SASH1;NAA50;BBS1;GSN;IGFBP5;SCARA5;STAT2;VWA5A;C10ORF10;FMO2;PUM1;PODN;DCN;CLK1;OGDH;TACC1;SRSF5;OGT;PAFAH1B1;FKBP5
Cerebellum	239/14879	1.719333993853817E-10	2.0167323063042067E-9	0	0	3.0800091074681237	69.25065966661869	VIT;ITSN2;ZNF295;POP4;DCAF5;IKZF5;HERC3;CREB3L2;LONP2;VPS39;MEF2A;PRKCI;MEF2C;EBF1;EBF2;COG1;FRS3;AKAP9;C10ORF118;SIK3;ULK1;IGSF8;GYPC;MAOB;MAOA;PDE1A;TSHZ2;MGST1;DCUN1D2;PIK3R1;GNS;MTMR6;PLAC9;ADAMTS15;ABR;EPB41L2;PIP5K1B;MAP4;KIAA0319L;EDEM3;NAA50;BBS1;NDFIP2;SLC10A7;TPRG1;FZD4;INSR;BSDC1;PRRC2C;RAB27B;BRAF;PUM1;PAFAH2;AIMP2;CILP;GOLGB1;OGDH;ZNF136;CPEB4;ZNF254;CDKN1C;PHF3;ECM2;CCDC120;PHF1;WASL;CSAD;FAM115A;SMG6;MECP2;DSTYK;UBL3;IDS;VWA5A;WDR31;IL16;SYN3;FAM126B;SLC7A6;CEACAM1;ANGPTL1;PAFAH1B1;FOXC1;ERVFRD-1;ADH1B;FSTL1;TM9SF4;TM9SF3;TCEB1;METTL7A;GSN;MBD6;SORT1;STAT2;NR1H2;SYVN1;MIB2;SNX21;FMO2;RSRC2;PODN;SORBS3;KIAA0195;HIPK2;RGP1;COL3A1;NFIA;DLC1;NFIC;PCYOX1L;SAA1;TACC1;MPHOSPH8;ACAA2;ROGDI;FAM13A;SMEK2;PRDM2;HPGDS;OSBP;SCMH1;WWC3;SLC16A7;USP8;IGFBP5;SCARA5;IL11RA;LMO3;HGF;DNAJB14;ATP11A;LEMD2;FOXP1;ST7L;TOM1L2;UTS2;PKP4;SRSF5;FKBP5;NSMAF;GLYR1;CEP104;RAB5B;ZNF791;EIF2C3;CALCRL;NPR1;YTHDC1;ANKRD12;SLC38A10;ACACB;FHIT;ARHGAP20;ATXN2;HMBOX1;ATXN1;MAN2A2;CALD1;SAFB2;MAP2K5;RAI2;CCDC134;DENND4B;LHFP;MARCH9;HOOK3;BTBD9;DNAJC16;CRLS1;CLK4;ARHGAP24;CLK1;CNOT4;TMEM234;DLG2;SON;GON4L;STT3A;AAK1;OSBPL1A;EIF4G3;OGT;RERE;LDB1;NUMA1;MAST2;HP1BP3;USP34;CELF6;LSP1;PTPN23;DHTKD1;ZNF407;C3ORF55;RBM5;SH3D19;RBM33;EGFL7;PPP1R12A;DCAKD;C10ORF10;ABCC9;ARID1B;DCN;SHROOM4;TGFBR3;SLC25A16;PEX6;PPAP2A;HDAC4;COL15A1;ZNF197;HPGD;DDX24;WBP2;SFSWAP;SEMA3A;LAMA4;RNF38;RCHY1;HDAC6;TBRG1;IL1RL1;CLEC3B;FAM120B;LRIG3;SASH1;URGCP;EYA2;MBOAT7;ATP2B1;TTC19;MTOR;TBX15;XPNPEP2;KANSL3;PMP22;ATP13A2;SNTB2
BTO:0004410	174/9290	2.83785797967804E-10	3.2411325346849192E-9	0	0	2.202925577579793	48.426475459575144	ITSN2;ZNF295;ACAA2;DGKB;POP4;SMEK2;PRDM2;DCAF5;HERC3;HPGDS;OSBP;SCMH1;WWC3;LONP2;SLC16A7;DIP2A;VPS39;MEF2A;USP8;PRKCI;MEF2C;SCARA5;EBF1;EBF2;COG1;DNAJB14;ATP11A;LEMD2;FOXP1;ST7L;TOM1L2;SDPR;AKAP9;C10ORF118;SIK3;PKP4;SRSF5;FKBP5;NSMAF;GLYR1;IGSF8;CEP104;RAB5B;ZNF791;EIF2C3;GYPC;YTHDC1;ANKRD12;MGST1;DCUN1D2;SLC38A10;PIK3R1;RNPC3;GNS;ACACB;FHIT;MTMR6;ADAMTS15;ABR;ARHGAP20;ATXN2;HMBOX1;ATXN1;MAN2A2;CALD1;EPB41L2;SAFB2;PIP5K1B;MAP4;MAP2K5;NAA50;CCDC134;DENND4B;BSDC1;PRRC2C;RAB27B;BRAF;HOOK3;PUM1;DNAJC16;CLK4;PAFAH2;ARHGAP24;CLK1;CNOT4;AIMP2;DLG2;SON;GON4L;GOLGB1;OGDH;STT3A;AAK1;OSBPL1A;ZNF136;EIF4G3;OGT;ZNF254;PHF3;RERE;ECM2;CCDC120;LDB1;NUMA1;PHF1;MAST2;HP1BP3;USP34;CELF6;WASL;LSP1;PTPN23;FAM115A;SMG6;DHTKD1;MECP2;AKAP13;DSTYK;UBL3;ZNF407;IDS;RBM5;SH3D19;RBM33;PPP1R12A;DCAKD;VWA5A;IL16;ABCC9;FAM126B;ARID1B;SHROOM4;TGFBR3;SLC7A6;PEX6;PAFAH1B1;HDAC4;FOXC1;COL15A1;ZNF197;HPGD;DDX24;ADH1B;WBP2;SFSWAP;LAMA4;FOXK1;TM9SF4;HDAC6;TM9SF3;FAM120B;VPS54;TCEB1;METTL7A;SASH1;GSN;URGCP;SORT1;STAT2;MBOAT7;SYVN1;RSRC2;ATP2B1;SORBS3;TTC19;MTOR;NFIA;DLC1;NFIC;KANSL3;PCYOX1L;TACC1;MPHOSPH8;SNTB2
Lung	254/16585	2.9240690802757937E-10	3.253964053435114E-9	0	0	4.410640295552426	96.8262340331978	VIT;ITSN2;CHIC1;ZNF295;POP4;DCAF5;IKZF5;HERC3;CREB3L2;LONP2;DIP2A;VPS39;MEF2A;PRKCI;MEF2C;EBF1;EBF2;COG1;FRS3;CCDC80;SDPR;AKAP9;C10ORF118;SIK3;ULK1;IGSF8;GYPC;MAOB;MAOA;PDE1A;TSHZ2;MGST1;DCUN1D2;PIK3R1;RNPC3;GNS;MTMR6;PLAC9;ADAMTS15;ABR;EPB41L2;PIP5K1B;MAP4;KIAA0319L;ZBED3;EDEM3;NAA50;BBS1;NDFIP2;SLC10A7;TPRG1;FZD4;INSR;BSDC1;PRRC2C;RAB27B;BRAF;PUM1;PAFAH2;AIMP2;CILP;GOLGB1;OGDH;ZNF136;CD22;CPEB4;ZNF254;CDKN1C;PHF3;ECM2;CCDC120;PHF1;WASL;CSAD;FAM115A;EDA2R;SMG6;MECP2;AKAP13;DSTYK;UBL3;IDS;VWA5A;WDR31;IL16;SYN3;FAM126B;SLC7A6;CEACAM1;ANGPTL1;PAFAH1B1;FOXC1;ERVFRD-1;ADH1B;FSTL1;TM9SF4;TM9SF3;NSD1;TCEB1;METTL7A;GSN;MBD6;SORT1;STAT2;NR1H2;SYVN1;MIB2;SNX21;FMO2;RSRC2;PODN;SORBS3;KIAA0195;HIPK2;RGP1;COL3A1;NFIA;DLC1;NFIC;PCYOX1L;SAA1;TACC1;MPHOSPH8;ACAA2;ROGDI;FAM13A;SMEK2;PRDM2;HPGDS;OSBP;SCMH1;WWC3;SLC16A7;USP8;IGFBP5;SCARA5;IL11RA;LMO3;HGF;DNAJB14;ATP11A;LEMD2;PDGFRL;FOXP1;ST7L;TOM1L2;TMEM135;UTS2;PKP4;SRSF5;FKBP5;NSMAF;GLYR1;CEP104;RAB5B;ZNF791;EIF2C3;CALCRL;NPR1;YTHDC1;ANKRD12;SLC38A10;ACACB;FHIT;ARHGAP20;ATXN2;HMBOX1;ATXN1;MAN2A2;CALD1;SAFB2;MAP2K5;RAI2;CCDC134;DENND4B;LHFP;MARCH9;HOOK3;BTBD9;DNAJC16;CRLS1;CLK4;ARHGAP24;CLK1;CNOT4;TMEM234;DLG2;SON;GON4L;STT3A;AAK1;OSBPL1A;EIF4G3;OGT;RERE;LDB1;NUMA1;MAST2;HP1BP3;USP34;CELF6;LSP1;PTPN23;DHTKD1;GHR;SGCD;ZNF407;C3ORF55;RBM5;SH3D19;RBM33;EGFL7;PPP1R12A;DCAKD;C10ORF10;ABCC9;ARID1B;DCN;SHROOM4;TGFBR3;SLC25A16;PEX6;PPAP2A;HDAC4;COL15A1;ZNF197;HPGD;DDX24;WBP2;SFSWAP;SEMA3A;LAMA4;RNF38;FOXK1;RCHY1;HDAC6;TBRG1;IL1RL1;CLEC3B;FAM120B;VPS54;LRIG3;SASH1;URGCP;EYA2;MBOAT7;ATP2B1;TPD52L1;TTC19;MTOR;KANSL3;PMP22;ATP13A2;SNTB2
Pineal gland	126/5881	3.9265563041004267E-10	4.260313589948963E-9	0	0	2.1861164205039096	47.34710213421497	ACAA2;POP4;ROGDI;FAM13A;SMEK2;HERC3;CREB3L2;OSBP;SCMH1;LONP2;VPS39;USP8;PRKCI;MEF2C;IGFBP5;COG1;DNAJB14;LEMD2;FOXP1;CCDC80;AKAP9;C10ORF118;SIK3;PKP4;SRSF5;IGSF8;CEP104;RAB5B;ZNF791;GYPC;MAOB;NPR1;YTHDC1;TSHZ2;MGST1;SLC38A10;PIK3R1;GNS;ACACB;FHIT;MTMR6;ADAMTS15;ABR;HMBOX1;ATXN1;MAN2A2;EPB41L2;SAFB2;MAP4;KIAA0319L;MAP2K5;EDEM3;NAA50;BBS1;SLC10A7;DENND4B;LHFP;INSR;BSDC1;PRRC2C;PUM1;CLK4;CLK1;SON;GOLGB1;OGDH;AAK1;OSBPL1A;EIF4G3;OGT;PHF3;RERE;ECM2;CCDC120;PHF1;MAST2;HP1BP3;USP34;FAM115A;MECP2;AKAP13;DSTYK;UBL3;IDS;RBM5;PPP1R12A;VWA5A;C10ORF10;DCN;TGFBR3;SLC7A6;PPAP2A;PAFAH1B1;COL15A1;DDX24;WBP2;SFSWAP;RNF38;RCHY1;FSTL1;TM9SF4;HDAC6;TM9SF3;TBRG1;CLEC3B;TCEB1;METTL7A;GSN;MBOAT7;SYVN1;RSRC2;ATP2B1;TPD52L1;SORBS3;TTC19;MTOR;KIAA0195;HIPK2;RGP1;COL3A1;NFIC;SAA1;PMP22;TACC1;ATP13A2;MPHOSPH8
Intestine	118/5377	5.301115184244908E-10	5.6114243657616836E-9	0	0	2.194500547324278	46.86999723692628	ACAA2;POP4;FAM13A;CREB3L2;OSBP;LONP2;DIP2A;VPS39;MEF2A;IGFBP5;ATP11A;FOXP1;TOM1L2;AKAP9;UTS2;ULK1;PKP4;SRSF5;FKBP5;GLYR1;RAB5B;ZNF791;MAOA;YTHDC1;MGST1;SLC38A10;GNS;ABR;ATXN2;MAN2A2;CALD1;EPB41L2;SAFB2;PIP5K1B;MAP4;KIAA0319L;NAA50;BBS1;NDFIP2;FZD4;INSR;BSDC1;PRRC2C;PUM1;DNAJC16;CLK1;AIMP2;SON;GOLGB1;OGDH;STT3A;AAK1;OSBPL1A;EIF4G3;OGT;CD22;PHF3;RERE;NUMA1;MAST2;HP1BP3;USP34;WASL;LSP1;PTPN23;DHTKD1;MECP2;AKAP13;UBL3;IDS;RBM5;SH3D19;PPP1R12A;VWA5A;C10ORF10;DCN;SLC7A6;CEACAM1;ANGPTL1;PAFAH1B1;HDAC4;HPGD;DDX24;ADH1B;WBP2;LAMA4;FOXK1;FSTL1;TM9SF4;HDAC6;TM9SF3;TBRG1;NSD1;TCEB1;METTL7A;GSN;URGCP;SORT1;STAT2;NR1H2;MBOAT7;SYVN1;MIB2;RSRC2;ATP2B1;PODN;TPD52L1;SORBS3;TTC19;MTOR;KIAA0195;HIPK2;COL3A1;NFIC;KANSL3;PMP22;TACC1;MPHOSPH8
Prefrontal cortex	121/5632	1.0574891549638368E-9	1.0927387934626314E-8	0	0	2.1536650836258517	44.51058982362391	ACAA2;DGKB;ROGDI;FAM13A;SMEK2;PRDM2;CREB3L2;OSBP;LONP2;SLC16A7;VPS39;PRKCI;MEF2C;IGFBP5;LMO3;COG1;DNAJB14;LEMD2;FOXP1;C10ORF118;SIK3;PKP4;SRSF5;IGSF8;CEP104;RAB5B;GYPC;MAOB;MAOA;NPR1;YTHDC1;MGST1;SLC38A10;PIK3R1;GNS;ACACB;FHIT;MTMR6;ADAMTS15;ABR;HMBOX1;ATXN1;MAN2A2;CALD1;EPB41L2;SAFB2;MAP4;KIAA0319L;MAP2K5;NAA50;BBS1;SLC10A7;DENND4B;LHFP;INSR;BSDC1;PRRC2C;PUM1;CLK4;CLK1;SON;GOLGB1;OGDH;AAK1;OSBPL1A;EIF4G3;OGT;CDKN1C;PHF3;RERE;CCDC120;PHF1;MAST2;HP1BP3;USP34;LSP1;FAM115A;MECP2;AKAP13;DSTYK;UBL3;IDS;RBM5;EGFL7;PPP1R12A;C10ORF10;DCN;PPAP2A;PAFAH1B1;DDX24;WBP2;SFSWAP;RNF38;RCHY1;FSTL1;TM9SF4;HDAC6;TM9SF3;TBRG1;CLEC3B;TCEB1;METTL7A;SASH1;GSN;URGCP;MBOAT7;SYVN1;RSRC2;ATP2B1;TPD52L1;SORBS3;TTC19;MTOR;KIAA0195;HIPK2;NFIC;SAA1;PMP22;TACC1;ATP13A2;MPHOSPH8
